1.0,3.0999999046325684
1.028,3.200000047683716
1.056,4.739999771118164
1.084,17.760000228881836
1.1119,38.16999816894531
1.1399,55.43000030517578
1.168,69.45999908447266
1.1959,84.44999694824219
1.224,94.44000244140625
1.252,92.38999938964844
1.28,94.97000122070312
1.308,105.12000274658203
1.3359,120.37000274658203
1.3639,130.0399932861328
1.392,131.08999633789062
1.4199,138.16000366210938
1.448,156.47999572753906
1.476,170.61000061035156
1.504,187.0
1.532,204.11000061035156
1.5599,213.4600067138672
1.5879,229.3300018310547
1.616,243.08999633789062
1.6439,261.20001220703125
1.672,267.04998779296875
1.7,275.8900146484375
1.728,281.82000732421875
1.756,276.989990234375
1.7839,279.8299865722656
1.8119,292.29998779296875
1.84,295.7799987792969
1.8679,304.94000244140625
1.896,309.3800048828125
1.924,287.8599853515625
1.952,296.7799987792969
1.98,296.4700012207031
2.0079,287.30999755859375
2.036,291.3599853515625
2.064,292.8699951171875
2.0919,285.5799865722656
2.12,281.3699951171875
2.1479,271.05999755859375
2.176,260.07000732421875
2.204,261.2699890136719
2.2319,245.14999389648438
2.26,245.97000122070312
2.288,236.97999572753906
2.3159,217.9600067138672
2.344,212.89999389648438
2.3719,203.27000427246094
2.4,203.57000732421875
2.428,193.7100067138672
2.4559,182.83999633789062
2.484,170.64999389648438
2.512,165.07000732421875
2.5399,150.8000030517578
2.568,145.63999938964844
2.5959,141.83999633789062
2.624,127.23999786376953
2.652,119.0199966430664
2.6799,115.62999725341797
2.708,106.6500015258789
2.736,106.47000122070312
2.7639,106.47000122070312
2.792,98.51000213623047
2.8199,96.19000244140625
2.848,90.62999725341797
2.876,81.75
2.9039,69.6500015258789
2.932,71.69000244140625
2.96,69.41000366210938
2.9879,66.81999969482422
3.016,66.72000122070312
3.0439,54.0099983215332
3.072,47.91999816894531
3.1,40.290000915527344
3.1279,38.47999954223633
3.156,43.060001373291016
3.184,36.2400016784668
3.2119,26.010000228881836
3.24,27.0
3.2679,17.739999771118164
3.296,17.309999465942383
3.324,13.720000267028809
3.3519,14.75
3.38,13.25
3.408,15.789999961853027
3.4359,14.800000190734863
3.464,13.90999984741211
3.4919,10.520000457763672
3.52,10.470000267028809
3.548,9.59000015258789
3.5759,8.09000015258789
3.604,5.150000095367432
3.632,6.369999885559082
3.6599,2.3499999046325684
3.688,1.809999942779541
3.7159,2.109999895095825
3.744,6.869999885559082
3.772,6.659999847412109
2.7722,0.0
